FILE,LABEL,VALUE
definition,from,loc_fb_ScheduleOfCashCashEquivalentsAndMarketableSecuritiesTable_a2213d5c-53d4-4557-a104-45fad994e82d
definition,to,loc_us-gaap_CashAndCashEquivalentsAxis_c22e04c4-6a3e-443b-892e-6d9d09fb73d6
definition,type,arc
definition,order,1
definition,item_type,definition_loc
definition,type,locator
definition,label,loc_us-gaap_RestrictedCashAndCashEquivalentsCashAndCashEquivalentsMember_c22e04c4-6a3e-443b-892e-6d9d09fb73d6_default
definition,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_RestrictedCashAndCashEquivalentsCashAndCashEquivalentsMember
definition,item_type,definition_definitionArc
definition,arcrole,http://xbrl.org/int/dim/arcrole/dimension-default
definition,from,loc_us-gaap_CashAndCashEquivalentsAxis_c22e04c4-6a3e-443b-892e-6d9d09fb73d6
definition,to,loc_us-gaap_RestrictedCashAndCashEquivalentsCashAndCashEquivalentsMember_c22e04c4-6a3e-443b-892e-6d9d09fb73d6_default
definition,type,arc
definition,order,1
definition,item_type,definition_loc
definition,type,locator
definition,label,loc_us-gaap_RestrictedCashAndCashEquivalentsCashAndCashEquivalentsMember_b308a595-9deb-487d-8301-00061da84db2
definition,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_RestrictedCashAndCashEquivalentsCashAndCashEquivalentsMember
definition,item_type,definition_definitionArc
definition,arcrole,http://xbrl.org/int/dim/arcrole/dimension-domain
definition,from,loc_us-gaap_CashAndCashEquivalentsAxis_c22e04c4-6a3e-443b-892e-6d9d09fb73d6
definition,to,loc_us-gaap_RestrictedCashAndCashEquivalentsCashAndCashEquivalentsMember_b308a595-9deb-487d-8301-00061da84db2
definition,type,arc
definition,order,1
definition,item_type,definition_loc
definition,type,locator
definition,label,loc_us-gaap_CashMember_394e5093-6471-4f3a-8b4c-0be9cee66717
definition,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_CashMember
definition,item_type,definition_definitionArc
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_us-gaap_RestrictedCashAndCashEquivalentsCashAndCashEquivalentsMember_b308a595-9deb-487d-8301-00061da84db2
definition,to,loc_us-gaap_CashMember_394e5093-6471-4f3a-8b4c-0be9cee66717
definition,type,arc
definition,order,0
definition,item_type,definition_loc
definition,type,locator
definition,label,loc_us-gaap_MoneyMarketFundsMember_29366177-ec0a-4d63-9145-165cb28cf88e
definition,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_MoneyMarketFundsMember
definition,item_type,definition_definitionArc
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_us-gaap_RestrictedCashAndCashEquivalentsCashAndCashEquivalentsMember_b308a595-9deb-487d-8301-00061da84db2
definition,to,loc_us-gaap_MoneyMarketFundsMember_29366177-ec0a-4d63-9145-165cb28cf88e
definition,type,arc
definition,order,1
definition,item_type,definition_loc
definition,type,locator
definition,label,loc_us-gaap_USGovernmentDebtSecuritiesMember_d3b4b58a-b761-4b2c-b4ba-06277c88ebbe
definition,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_USGovernmentDebtSecuritiesMember
definition,item_type,definition_definitionArc
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_us-gaap_RestrictedCashAndCashEquivalentsCashAndCashEquivalentsMember_b308a595-9deb-487d-8301-00061da84db2
definition,to,loc_us-gaap_USGovernmentDebtSecuritiesMember_d3b4b58a-b761-4b2c-b4ba-06277c88ebbe
definition,type,arc
definition,order,2
definition,item_type,definition_loc
definition,type,locator
definition,label,loc_us-gaap_BankTimeDepositsMember_6241e1cb-59c5-4e4d-af9e-34405ffdb975
definition,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_BankTimeDepositsMember
definition,item_type,definition_definitionArc
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_us-gaap_RestrictedCashAndCashEquivalentsCashAndCashEquivalentsMember_b308a595-9deb-487d-8301-00061da84db2
definition,to,loc_us-gaap_BankTimeDepositsMember_6241e1cb-59c5-4e4d-af9e-34405ffdb975
definition,type,arc
definition,order,3
definition,item_type,definition_loc
definition,type,locator
definition,label,loc_us-gaap_CorporateDebtSecuritiesMember_e4cc4417-81fa-417b-a01f-ac77733fa1f0
definition,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_CorporateDebtSecuritiesMember
definition,item_type,definition_definitionArc
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_us-gaap_RestrictedCashAndCashEquivalentsCashAndCashEquivalentsMember_b308a595-9deb-487d-8301-00061da84db2
definition,to,loc_us-gaap_CorporateDebtSecuritiesMember_e4cc4417-81fa-417b-a01f-ac77733fa1f0
definition,type,arc
definition,order,4
definition,item_type,definition_loc
definition,type,locator
definition,label,loc_us-gaap_FinancialInstrumentAxis_655b4cc7-b50a-4082-81a4-c325186fd76e
definition,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_FinancialInstrumentAxis
definition,item_type,definition_definitionArc
definition,arcrole,http://xbrl.org/int/dim/arcrole/hypercube-dimension
definition,from,loc_fb_ScheduleOfCashCashEquivalentsAndMarketableSecuritiesTable_a2213d5c-53d4-4557-a104-45fad994e82d
definition,to,loc_us-gaap_FinancialInstrumentAxis_655b4cc7-b50a-4082-81a4-c325186fd76e
definition,type,arc
definition,order,2
definition,item_type,definition_loc
definition,type,locator
definition,label,loc_us-gaap_TransfersAndServicingOfFinancialInstrumentsTypesOfFinancialInstrumentsDomain_655b4cc7-b50a-4082-81a4-c325186fd76e_default
definition,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_TransfersAndServicingOfFinancialInstrumentsTypesOfFinancialInstrumentsDomain
definition,item_type,definition_definitionArc
definition,arcrole,http://xbrl.org/int/dim/arcrole/dimension-default
definition,from,loc_us-gaap_FinancialInstrumentAxis_655b4cc7-b50a-4082-81a4-c325186fd76e
definition,to,loc_us-gaap_TransfersAndServicingOfFinancialInstrumentsTypesOfFinancialInstrumentsDomain_655b4cc7-b50a-4082-81a4-c325186fd76e_default
definition,type,arc
definition,order,1
definition,item_type,definition_loc
definition,type,locator
definition,label,loc_us-gaap_TransfersAndServicingOfFinancialInstrumentsTypesOfFinancialInstrumentsDomain_86849c29-3506-47c7-9796-d0c25f8a2c97
definition,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_TransfersAndServicingOfFinancialInstrumentsTypesOfFinancialInstrumentsDomain
definition,item_type,definition_definitionArc
definition,arcrole,http://xbrl.org/int/dim/arcrole/dimension-domain
definition,from,loc_us-gaap_FinancialInstrumentAxis_655b4cc7-b50a-4082-81a4-c325186fd76e
definition,to,loc_us-gaap_TransfersAndServicingOfFinancialInstrumentsTypesOfFinancialInstrumentsDomain_86849c29-3506-47c7-9796-d0c25f8a2c97
definition,type,arc
definition,order,1
definition,item_type,definition_loc
definition,type,locator
definition,label,loc_us-gaap_USGovernmentDebtSecuritiesMember_5767b0b8-7b35-41f2-88b2-d3566a0b3fb5
definition,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_USGovernmentDebtSecuritiesMember
definition,item_type,definition_definitionArc
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_us-gaap_TransfersAndServicingOfFinancialInstrumentsTypesOfFinancialInstrumentsDomain_86849c29-3506-47c7-9796-d0c25f8a2c97
definition,to,loc_us-gaap_USGovernmentDebtSecuritiesMember_5767b0b8-7b35-41f2-88b2-d3566a0b3fb5
definition,type,arc
definition,order,0
definition,item_type,definition_loc
definition,type,locator
definition,label,loc_us-gaap_USGovernmentAgenciesDebtSecuritiesMember_cb4c0e8c-b629-4505-848f-e72bcd23b022
definition,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_USGovernmentAgenciesDebtSecuritiesMember
definition,item_type,definition_definitionArc
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_us-gaap_TransfersAndServicingOfFinancialInstrumentsTypesOfFinancialInstrumentsDomain_86849c29-3506-47c7-9796-d0c25f8a2c97
definition,to,loc_us-gaap_USGovernmentAgenciesDebtSecuritiesMember_cb4c0e8c-b629-4505-848f-e72bcd23b022
definition,type,arc
definition,order,1
definition,item_type,definition_loc
definition,type,locator
definition,label,loc_us-gaap_CorporateDebtSecuritiesMember_9e9448ef-4a88-469c-83d2-e783ad446dac
definition,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_CorporateDebtSecuritiesMember
definition,item_type,definition_definitionArc
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_us-gaap_TransfersAndServicingOfFinancialInstrumentsTypesOfFinancialInstrumentsDomain_86849c29-3506-47c7-9796-d0c25f8a2c97
definition,to,loc_us-gaap_CorporateDebtSecuritiesMember_9e9448ef-4a88-469c-83d2-e783ad446dac
definition,type,arc
definition,order,2
definition,item_type,definition_definitionLink
definition,role,http://www.facebook.com/role/FairValueMeasurementAssetsMeasuredatFairValueDetails
definition,type,extended
definition,id,i9f2c63049ee044c684e278ff8e499252_FairValueMeasurementAssetsMeasuredatFairValueDetails
definition,item_type,definition_loc
definition,type,locator
definition,label,loc_us-gaap_FairValueAssetsAndLiabilitiesMeasuredOnRecurringAndNonrecurringBasisLineItems_aa80dbdd-8263-4d0f-9be5-ce2051fabdfa
definition,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_FairValueAssetsAndLiabilitiesMeasuredOnRecurringAndNonrecurringBasisLineItems
definition,item_type,definition_loc
definition,type,locator
definition,label,loc_us-gaap_CashAndCashEquivalentsFairValueDisclosure_6abe7a64-c50a-4daf-b19a-586388b1bbbf
definition,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_CashAndCashEquivalentsFairValueDisclosure
definition,item_type,definition_definitionArc
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_us-gaap_FairValueAssetsAndLiabilitiesMeasuredOnRecurringAndNonrecurringBasisLineItems_aa80dbdd-8263-4d0f-9be5-ce2051fabdfa
definition,to,loc_us-gaap_CashAndCashEquivalentsFairValueDisclosure_6abe7a64-c50a-4daf-b19a-586388b1bbbf
definition,type,arc
definition,order,0
definition,item_type,definition_loc
definition,type,locator
definition,label,loc_us-gaap_AvailableForSaleSecuritiesDebtSecuritiesCurrent_2b011628-527c-452f-9e9d-f1039a6dd1b4
definition,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_AvailableForSaleSecuritiesDebtSecuritiesCurrent
definition,item_type,definition_definitionArc
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_us-gaap_FairValueAssetsAndLiabilitiesMeasuredOnRecurringAndNonrecurringBasisLineItems_aa80dbdd-8263-4d0f-9be5-ce2051fabdfa
definition,to,loc_us-gaap_AvailableForSaleSecuritiesDebtSecuritiesCurrent_2b011628-527c-452f-9e9d-f1039a6dd1b4
definition,type,arc
definition,order,1
definition,item_type,definition_loc
definition,type,locator
definition,label,loc_us-gaap_AssetsFairValueDisclosure_70e2d13a-1751-4b49-a861-52b4edbe8c37
definition,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_AssetsFairValueDisclosure
definition,item_type,definition_definitionArc
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_us-gaap_FairValueAssetsAndLiabilitiesMeasuredOnRecurringAndNonrecurringBasisLineItems_aa80dbdd-8263-4d0f-9be5-ce2051fabdfa
definition,to,loc_us-gaap_AssetsFairValueDisclosure_70e2d13a-1751-4b49-a861-52b4edbe8c37
definition,type,arc
definition,order,2
definition,item_type,definition_loc
definition,type,locator
definition,label,loc_us-gaap_FairValueAssetsAndLiabilitiesMeasuredOnRecurringAndNonrecurringBasisTable_992ae287-be01-47bb-aeed-2480a4222e2c
definition,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_FairValueAssetsAndLiabilitiesMeasuredOnRecurringAndNonrecurringBasisTable
definition,item_type,definition_definitionArc
definition,arcrole,http://xbrl.org/int/dim/arcrole/all
definition,from,loc_us-gaap_FairValueAssetsAndLiabilitiesMeasuredOnRecurringAndNonrecurringBasisLineItems_aa80dbdd-8263-4d0f-9be5-ce2051fabdfa
definition,to,loc_us-gaap_FairValueAssetsAndLiabilitiesMeasuredOnRecurringAndNonrecurringBasisTable_992ae287-be01-47bb-aeed-2480a4222e2c
definition,type,arc
definition,order,1
definition,closed,true
definition,contextElement,segment
definition,item_type,definition_loc
definition,type,locator
definition,label,loc_us-gaap_CashAndCashEquivalentsAxis_1cdba4cd-6b8c-444e-9ed4-3e5163385869
definition,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_CashAndCashEquivalentsAxis
definition,item_type,definition_definitionArc
definition,arcrole,http://xbrl.org/int/dim/arcrole/hypercube-dimension
definition,from,loc_us-gaap_FairValueAssetsAndLiabilitiesMeasuredOnRecurringAndNonrecurringBasisTable_992ae287-be01-47bb-aeed-2480a4222e2c
definition,to,loc_us-gaap_CashAndCashEquivalentsAxis_1cdba4cd-6b8c-444e-9ed4-3e5163385869
definition,type,arc
definition,order,1
definition,item_type,definition_loc
definition,type,locator
definition,label,loc_us-gaap_RestrictedCashAndCashEquivalentsCashAndCashEquivalentsMember_1cdba4cd-6b8c-444e-9ed4-3e5163385869_default
definition,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_RestrictedCashAndCashEquivalentsCashAndCashEquivalentsMember
definition,item_type,definition_definitionArc
definition,arcrole,http://xbrl.org/int/dim/arcrole/dimension-default
definition,from,loc_us-gaap_CashAndCashEquivalentsAxis_1cdba4cd-6b8c-444e-9ed4-3e5163385869
definition,to,loc_us-gaap_RestrictedCashAndCashEquivalentsCashAndCashEquivalentsMember_1cdba4cd-6b8c-444e-9ed4-3e5163385869_default
definition,type,arc
definition,order,1
definition,item_type,definition_loc
definition,type,locator
definition,label,loc_us-gaap_RestrictedCashAndCashEquivalentsCashAndCashEquivalentsMember_69584eb0-d7c9-47f2-9305-abb7a1d74532
definition,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_RestrictedCashAndCashEquivalentsCashAndCashEquivalentsMember
definition,item_type,definition_definitionArc
definition,arcrole,http://xbrl.org/int/dim/arcrole/dimension-domain
definition,from,loc_us-gaap_CashAndCashEquivalentsAxis_1cdba4cd-6b8c-444e-9ed4-3e5163385869
definition,to,loc_us-gaap_RestrictedCashAndCashEquivalentsCashAndCashEquivalentsMember_69584eb0-d7c9-47f2-9305-abb7a1d74532
definition,type,arc
definition,order,1
definition,item_type,definition_loc
definition,type,locator
definition,label,loc_us-gaap_MoneyMarketFundsMember_8bfd2e77-e223-4972-bacf-991043d9cfa8
definition,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_MoneyMarketFundsMember
definition,item_type,definition_definitionArc
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_us-gaap_RestrictedCashAndCashEquivalentsCashAndCashEquivalentsMember_69584eb0-d7c9-47f2-9305-abb7a1d74532
definition,to,loc_us-gaap_MoneyMarketFundsMember_8bfd2e77-e223-4972-bacf-991043d9cfa8
definition,type,arc
definition,order,0
definition,item_type,definition_loc
definition,type,locator
definition,label,loc_us-gaap_USGovernmentDebtSecuritiesMember_3059597f-7072-4f66-a1d6-89366ea77314
definition,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_USGovernmentDebtSecuritiesMember
definition,item_type,definition_definitionArc
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_us-gaap_RestrictedCashAndCashEquivalentsCashAndCashEquivalentsMember_69584eb0-d7c9-47f2-9305-abb7a1d74532
definition,to,loc_us-gaap_USGovernmentDebtSecuritiesMember_3059597f-7072-4f66-a1d6-89366ea77314
definition,type,arc
definition,order,1
definition,item_type,definition_loc
definition,type,locator
definition,label,loc_us-gaap_BankTimeDepositsMember_d168f887-2f5d-4bdf-8350-a47528bdcb89
definition,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_BankTimeDepositsMember
definition,item_type,definition_definitionArc
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_us-gaap_RestrictedCashAndCashEquivalentsCashAndCashEquivalentsMember_69584eb0-d7c9-47f2-9305-abb7a1d74532
definition,to,loc_us-gaap_BankTimeDepositsMember_d168f887-2f5d-4bdf-8350-a47528bdcb89
definition,type,arc
definition,order,2
definition,item_type,definition_loc
definition,type,locator
definition,label,loc_us-gaap_CorporateDebtSecuritiesMember_7277ed6f-5750-46c8-8563-7438081bbc08
definition,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_CorporateDebtSecuritiesMember
definition,item_type,definition_definitionArc
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_us-gaap_RestrictedCashAndCashEquivalentsCashAndCashEquivalentsMember_69584eb0-d7c9-47f2-9305-abb7a1d74532
definition,to,loc_us-gaap_CorporateDebtSecuritiesMember_7277ed6f-5750-46c8-8563-7438081bbc08
definition,type,arc
definition,order,3
definition,item_type,definition_loc
definition,type,locator
definition,label,loc_us-gaap_USGovernmentAgenciesDebtSecuritiesMember_1dbdbff5-80c5-4319-9d1d-2c0482e8aff3
definition,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_USGovernmentAgenciesDebtSecuritiesMember
definition,item_type,definition_definitionArc
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_us-gaap_RestrictedCashAndCashEquivalentsCashAndCashEquivalentsMember_69584eb0-d7c9-47f2-9305-abb7a1d74532
definition,to,loc_us-gaap_USGovernmentAgenciesDebtSecuritiesMember_1dbdbff5-80c5-4319-9d1d-2c0482e8aff3
definition,type,arc
definition,order,4
definition,item_type,definition_loc
definition,type,locator
definition,label,loc_us-gaap_FinancialInstrumentAxis_16f257b4-8cf3-42ea-9208-562189e5a737
definition,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_FinancialInstrumentAxis
definition,item_type,definition_definitionArc
definition,arcrole,http://xbrl.org/int/dim/arcrole/hypercube-dimension
definition,from,loc_us-gaap_FairValueAssetsAndLiabilitiesMeasuredOnRecurringAndNonrecurringBasisTable_992ae287-be01-47bb-aeed-2480a4222e2c
definition,to,loc_us-gaap_FinancialInstrumentAxis_16f257b4-8cf3-42ea-9208-562189e5a737
definition,type,arc
definition,order,2
definition,item_type,definition_loc
definition,type,locator
definition,label,loc_us-gaap_TransfersAndServicingOfFinancialInstrumentsTypesOfFinancialInstrumentsDomain_16f257b4-8cf3-42ea-9208-562189e5a737_default
definition,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_TransfersAndServicingOfFinancialInstrumentsTypesOfFinancialInstrumentsDomain
definition,item_type,definition_definitionArc
definition,arcrole,http://xbrl.org/int/dim/arcrole/dimension-default
definition,from,loc_us-gaap_FinancialInstrumentAxis_16f257b4-8cf3-42ea-9208-562189e5a737
definition,to,loc_us-gaap_TransfersAndServicingOfFinancialInstrumentsTypesOfFinancialInstrumentsDomain_16f257b4-8cf3-42ea-9208-562189e5a737_default
definition,type,arc
definition,order,1
definition,item_type,definition_loc
definition,type,locator
definition,label,loc_us-gaap_TransfersAndServicingOfFinancialInstrumentsTypesOfFinancialInstrumentsDomain_b4d5021c-aca6-4c76-9778-b5fb7119ceb4
definition,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_TransfersAndServicingOfFinancialInstrumentsTypesOfFinancialInstrumentsDomain
definition,item_type,definition_definitionArc
definition,arcrole,http://xbrl.org/int/dim/arcrole/dimension-domain
definition,from,loc_us-gaap_FinancialInstrumentAxis_16f257b4-8cf3-42ea-9208-562189e5a737
definition,to,loc_us-gaap_TransfersAndServicingOfFinancialInstrumentsTypesOfFinancialInstrumentsDomain_b4d5021c-aca6-4c76-9778-b5fb7119ceb4
definition,type,arc
definition,order,1
definition,item_type,definition_loc
definition,type,locator
definition,label,loc_us-gaap_USGovernmentDebtSecuritiesMember_e0ed6b40-d304-4f35-b412-20bb68fc77b2
definition,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_USGovernmentDebtSecuritiesMember
definition,item_type,definition_definitionArc
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_us-gaap_TransfersAndServicingOfFinancialInstrumentsTypesOfFinancialInstrumentsDomain_b4d5021c-aca6-4c76-9778-b5fb7119ceb4
definition,to,loc_us-gaap_USGovernmentDebtSecuritiesMember_e0ed6b40-d304-4f35-b412-20bb68fc77b2
definition,type,arc
definition,order,0
definition,item_type,definition_loc
definition,type,locator
definition,label,loc_us-gaap_USGovernmentAgenciesDebtSecuritiesMember_5fc928b1-10b0-4066-9669-531afb32d792
definition,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_USGovernmentAgenciesDebtSecuritiesMember
definition,item_type,definition_definitionArc
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_us-gaap_TransfersAndServicingOfFinancialInstrumentsTypesOfFinancialInstrumentsDomain_b4d5021c-aca6-4c76-9778-b5fb7119ceb4
definition,to,loc_us-gaap_USGovernmentAgenciesDebtSecuritiesMember_5fc928b1-10b0-4066-9669-531afb32d792
definition,type,arc
definition,order,1
definition,item_type,definition_loc
definition,type,locator
definition,label,loc_us-gaap_CorporateDebtSecuritiesMember_9c849f39-75ca-4fec-9d8d-9dd5353d38cc
definition,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_CorporateDebtSecuritiesMember
definition,item_type,definition_definitionArc
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_us-gaap_TransfersAndServicingOfFinancialInstrumentsTypesOfFinancialInstrumentsDomain_b4d5021c-aca6-4c76-9778-b5fb7119ceb4
definition,to,loc_us-gaap_CorporateDebtSecuritiesMember_9c849f39-75ca-4fec-9d8d-9dd5353d38cc
definition,type,arc
definition,order,2
definition,item_type,definition_loc
definition,type,locator
definition,label,loc_us-gaap_FairValueByFairValueHierarchyLevelAxis_d138181a-829d-498f-88fd-6bdf5cb4a0c4
definition,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_FairValueByFairValueHierarchyLevelAxis
definition,item_type,definition_definitionArc
definition,arcrole,http://xbrl.org/int/dim/arcrole/hypercube-dimension
definition,from,loc_us-gaap_FairValueAssetsAndLiabilitiesMeasuredOnRecurringAndNonrecurringBasisTable_992ae287-be01-47bb-aeed-2480a4222e2c
definition,to,loc_us-gaap_FairValueByFairValueHierarchyLevelAxis_d138181a-829d-498f-88fd-6bdf5cb4a0c4
definition,type,arc
definition,order,3
definition,item_type,definition_loc
definition,type,locator
definition,label,loc_us-gaap_FairValueMeasurementsFairValueHierarchyDomain_d138181a-829d-498f-88fd-6bdf5cb4a0c4_default
definition,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_FairValueMeasurementsFairValueHierarchyDomain
definition,item_type,definition_definitionArc
definition,arcrole,http://xbrl.org/int/dim/arcrole/dimension-default
definition,from,loc_us-gaap_FairValueByFairValueHierarchyLevelAxis_d138181a-829d-498f-88fd-6bdf5cb4a0c4
definition,to,loc_us-gaap_FairValueMeasurementsFairValueHierarchyDomain_d138181a-829d-498f-88fd-6bdf5cb4a0c4_default
definition,type,arc
definition,order,1
definition,item_type,definition_loc
definition,type,locator
definition,label,loc_us-gaap_FairValueMeasurementsFairValueHierarchyDomain_5d3874a3-c7bf-4827-a34c-7252f89182ec
definition,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_FairValueMeasurementsFairValueHierarchyDomain
definition,item_type,definition_definitionArc
definition,arcrole,http://xbrl.org/int/dim/arcrole/dimension-domain
definition,from,loc_us-gaap_FairValueByFairValueHierarchyLevelAxis_d138181a-829d-498f-88fd-6bdf5cb4a0c4
definition,to,loc_us-gaap_FairValueMeasurementsFairValueHierarchyDomain_5d3874a3-c7bf-4827-a34c-7252f89182ec
definition,type,arc
definition,order,1
definition,item_type,definition_loc
definition,type,locator
definition,label,loc_us-gaap_FairValueInputsLevel1Member_e75f6a45-8e78-411f-b998-9154d84367e7
definition,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_FairValueInputsLevel1Member
definition,item_type,definition_definitionArc
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_us-gaap_FairValueMeasurementsFairValueHierarchyDomain_5d3874a3-c7bf-4827-a34c-7252f89182ec
definition,to,loc_us-gaap_FairValueInputsLevel1Member_e75f6a45-8e78-411f-b998-9154d84367e7
definition,type,arc
definition,order,0
definition,item_type,definition_loc
definition,type,locator
definition,label,loc_us-gaap_FairValueInputsLevel2Member_f2f32edc-a8f4-4f80-b66c-33873d72f306
definition,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_FairValueInputsLevel2Member
definition,item_type,definition_definitionArc
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_us-gaap_FairValueMeasurementsFairValueHierarchyDomain_5d3874a3-c7bf-4827-a34c-7252f89182ec
definition,to,loc_us-gaap_FairValueInputsLevel2Member_f2f32edc-a8f4-4f80-b66c-33873d72f306
definition,type,arc
definition,order,1
definition,item_type,definition_definitionLink
definition,role,http://www.facebook.com/role/PropertyandEquipmentDetails
definition,type,extended
definition,id,ibb0690a31c2140ffb92ae41d18315622_PropertyandEquipmentDetails
definition,item_type,definition_loc
definition,type,locator
definition,label,loc_us-gaap_PropertyPlantAndEquipmentLineItems_a3754d40-82d2-4b6f-b1bf-b58140f051ef
definition,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_PropertyPlantAndEquipmentLineItems
definition,item_type,definition_loc
definition,type,locator
definition,label,loc_us-gaap_PropertyPlantAndEquipmentGross_e5424421-09ac-48b9-b568-f23cd64cb198
definition,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_PropertyPlantAndEquipmentGross
definition,item_type,definition_definitionArc
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_us-gaap_PropertyPlantAndEquipmentLineItems_a3754d40-82d2-4b6f-b1bf-b58140f051ef
definition,to,loc_us-gaap_PropertyPlantAndEquipmentGross_e5424421-09ac-48b9-b568-f23cd64cb198
definition,type,arc
definition,order,0
definition,item_type,definition_loc
definition,type,locator
