FILE,LABEL,VALUE
label,label,lab_us-gaap_IncreaseDecreaseInOtherNoncurrentLiabilities
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_IncreaseDecreaseInOtherNoncurrentLiabilities_label_en-US
label,label,lab_us-gaap_IncreaseDecreaseInOtherNoncurrentLiabilities
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,type,locator
label,label,loc_us-gaap_IncreaseDecreaseInOtherNoncurrentLiabilities
label,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_IncreaseDecreaseInOtherNoncurrentLiabilities
label,item_type,label_labelArc
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_IncreaseDecreaseInOtherNoncurrentLiabilities
label,to,lab_us-gaap_IncreaseDecreaseInOtherNoncurrentLiabilities
label,type,arc
label,order,1
label,item_type,label_label
label,id,lab_us-gaap_InvestmentsClassifiedByContractualMaturityDateTableTextBlock_64ffbb77-0e3d-44b2-add5-2ea9a259a938_terseLabel_en-US
label,label,lab_us-gaap_InvestmentsClassifiedByContractualMaturityDateTableTextBlock
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_InvestmentsClassifiedByContractualMaturityDateTableTextBlock_label_en-US
label,label,lab_us-gaap_InvestmentsClassifiedByContractualMaturityDateTableTextBlock
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,type,locator
label,label,loc_us-gaap_InvestmentsClassifiedByContractualMaturityDateTableTextBlock
label,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_InvestmentsClassifiedByContractualMaturityDateTableTextBlock
label,item_type,label_labelArc
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_InvestmentsClassifiedByContractualMaturityDateTableTextBlock
label,to,lab_us-gaap_InvestmentsClassifiedByContractualMaturityDateTableTextBlock
label,type,arc
label,order,1
label,item_type,label_label
label,id,lab_us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod_ca347ecc-2991-435e-8399-fe0021c684b5_terseLabel_en-US
label,label,lab_us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod_label_en-US
label,label,lab_us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,type,locator
label,label,loc_us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod
label,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod
label,item_type,label_labelArc
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod
label,to,lab_us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod
label,type,arc
label,order,1
label,item_type,label_label
label,id,lab_us-gaap_GoodwillAndIntangibleAssetsDisclosureTextBlock_248fd4ea-c2e1-422f-816b-afac7c5decfe_terseLabel_en-US
label,label,lab_us-gaap_GoodwillAndIntangibleAssetsDisclosureTextBlock
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_GoodwillAndIntangibleAssetsDisclosureTextBlock_label_en-US
label,label,lab_us-gaap_GoodwillAndIntangibleAssetsDisclosureTextBlock
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,type,locator
label,label,loc_us-gaap_GoodwillAndIntangibleAssetsDisclosureTextBlock
label,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_GoodwillAndIntangibleAssetsDisclosureTextBlock
label,item_type,label_labelArc
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_GoodwillAndIntangibleAssetsDisclosureTextBlock
label,to,lab_us-gaap_GoodwillAndIntangibleAssetsDisclosureTextBlock
label,type,arc
label,order,1
label,item_type,label_label
label,id,lab_dei_EntityAddressCityOrTown_9be0c293-cbdc-4b78-b879-19ecb60e1043_terseLabel_en-US
label,label,lab_dei_EntityAddressCityOrTown
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_dei_EntityAddressCityOrTown_label_en-US
label,label,lab_dei_EntityAddressCityOrTown
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,type,locator
label,label,loc_dei_EntityAddressCityOrTown
label,href,https://xbrl.sec.gov/dei/2021/dei-2021.xsd#dei_EntityAddressCityOrTown
label,item_type,label_labelArc
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_dei_EntityAddressCityOrTown
label,to,lab_dei_EntityAddressCityOrTown
label,type,arc
label,order,1
label,item_type,label_label
label,id,lab_us-gaap_TradeNamesMember_24e22e9f-fd28-4948-975a-340e87c404f7_terseLabel_en-US
label,label,lab_us-gaap_TradeNamesMember
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_TradeNamesMember_label_en-US
label,label,lab_us-gaap_TradeNamesMember
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,type,locator
label,label,loc_us-gaap_TradeNamesMember
label,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_TradeNamesMember
label,item_type,label_labelArc
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_TradeNamesMember
label,to,lab_us-gaap_TradeNamesMember
label,type,arc
label,order,1
label,item_type,label_label
label,id,lab_us-gaap_RetainedEarningsMember_f857c25e-1965-4127-bd84-76155ea5da52_terseLabel_en-US
label,label,lab_us-gaap_RetainedEarningsMember
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_RetainedEarningsMember_label_en-US
label,label,lab_us-gaap_RetainedEarningsMember
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,type,locator
label,label,loc_us-gaap_RetainedEarningsMember
label,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_RetainedEarningsMember
label,item_type,label_labelArc
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_RetainedEarningsMember
label,to,lab_us-gaap_RetainedEarningsMember
label,type,arc
label,order,1
label,item_type,label_label
label,id,lab_us-gaap_IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets_ae7a64d6-cd91-493f-bacb-40896c9dd273_negatedLabel_en-US
label,label,lab_us-gaap_IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets
label,role,http://www.xbrl.org/2009/role/negatedLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets_label_en-US
label,label,lab_us-gaap_IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,type,locator
label,label,loc_us-gaap_IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets
label,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets
label,item_type,label_labelArc
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets
label,to,lab_us-gaap_IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets
label,type,arc
label,order,1
label,item_type,label_label
label,id,lab_us-gaap_IncreaseDecreaseInOtherAccountsPayable_fcd79cc6-4362-4093-bc73-937a8b93fa8b_terseLabel_en-US
label,label,lab_us-gaap_IncreaseDecreaseInOtherAccountsPayable
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_IncreaseDecreaseInOtherAccountsPayable_label_en-US
label,label,lab_us-gaap_IncreaseDecreaseInOtherAccountsPayable
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,type,locator
label,label,loc_us-gaap_IncreaseDecreaseInOtherAccountsPayable
label,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_IncreaseDecreaseInOtherAccountsPayable
label,item_type,label_labelArc
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_IncreaseDecreaseInOtherAccountsPayable
label,to,lab_us-gaap_IncreaseDecreaseInOtherAccountsPayable
label,type,arc
label,order,1
label,item_type,label_label
label,id,lab_us-gaap_CommitmentsAndContingenciesDisclosureTextBlock_84a6f1b2-ba82-4825-93e4-39356c4ef5ab_terseLabel_en-US
label,label,lab_us-gaap_CommitmentsAndContingenciesDisclosureTextBlock
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_CommitmentsAndContingenciesDisclosureTextBlock_label_en-US
label,label,lab_us-gaap_CommitmentsAndContingenciesDisclosureTextBlock
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,type,locator
label,label,loc_us-gaap_CommitmentsAndContingenciesDisclosureTextBlock
label,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_CommitmentsAndContingenciesDisclosureTextBlock
label,item_type,label_labelArc
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_CommitmentsAndContingenciesDisclosureTextBlock
label,to,lab_us-gaap_CommitmentsAndContingenciesDisclosureTextBlock
label,type,arc
label,order,1
label,item_type,label_label
label,id,lab_fb_LesseeLeaseLeaseNotYetCommencedTermOfContract_69b50806-7266-47d1-a7ab-1c370d1eb5a0_terseLabel_en-US
label,label,lab_fb_LesseeLeaseLeaseNotYetCommencedTermOfContract
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_fb_LesseeLeaseLeaseNotYetCommencedTermOfContract_label_en-US
label,label,lab_fb_LesseeLeaseLeaseNotYetCommencedTermOfContract
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_fb_LesseeLeaseLeaseNotYetCommencedTermOfContract_documentation_en-US
label,label,lab_fb_LesseeLeaseLeaseNotYetCommencedTermOfContract
label,role,http://www.xbrl.org/2003/role/documentation
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,type,locator
label,label,loc_fb_LesseeLeaseLeaseNotYetCommencedTermOfContract
label,href,fb-20210930.xsd#fb_LesseeLeaseLeaseNotYetCommencedTermOfContract
label,item_type,label_labelArc
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_fb_LesseeLeaseLeaseNotYetCommencedTermOfContract
label,to,lab_fb_LesseeLeaseLeaseNotYetCommencedTermOfContract
label,type,arc
label,order,1
label,item_type,label_label
label,id,lab_us-gaap_ProceedsFromRepaymentsOfBankOverdrafts_fad46e80-b2bd-4540-9048-05f66dc4b68c_terseLabel_en-US
label,label,lab_us-gaap_ProceedsFromRepaymentsOfBankOverdrafts
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_ProceedsFromRepaymentsOfBankOverdrafts_label_en-US
label,label,lab_us-gaap_ProceedsFromRepaymentsOfBankOverdrafts
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,type,locator
label,label,loc_us-gaap_ProceedsFromRepaymentsOfBankOverdrafts
label,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_ProceedsFromRepaymentsOfBankOverdrafts
label,item_type,label_labelArc
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_ProceedsFromRepaymentsOfBankOverdrafts
label,to,lab_us-gaap_ProceedsFromRepaymentsOfBankOverdrafts
label,type,arc
label,order,1
label,item_type,label_label
label,id,lab_us-gaap_StockRepurchasedAndRetiredDuringPeriodValue_49e95199-39de-44f4-b916-2828623768a2_negatedLabel_en-US
label,label,lab_us-gaap_StockRepurchasedAndRetiredDuringPeriodValue
label,role,http://www.xbrl.org/2009/role/negatedLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_StockRepurchasedAndRetiredDuringPeriodValue_53711df3-4088-44db-8dbe-672fb48c13e8_terseLabel_en-US
label,label,lab_us-gaap_StockRepurchasedAndRetiredDuringPeriodValue
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_StockRepurchasedAndRetiredDuringPeriodValue_label_en-US
label,label,lab_us-gaap_StockRepurchasedAndRetiredDuringPeriodValue
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,type,locator
label,label,loc_us-gaap_StockRepurchasedAndRetiredDuringPeriodValue
label,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_StockRepurchasedAndRetiredDuringPeriodValue
label,item_type,label_labelArc
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_StockRepurchasedAndRetiredDuringPeriodValue
label,to,lab_us-gaap_StockRepurchasedAndRetiredDuringPeriodValue
label,type,arc
label,order,1
label,item_type,label_label
label,id,lab_us-gaap_LongLivedAssetsByGeographicAreasTableTextBlock_4ffe5eab-f6f9-416c-ad92-d7c0cf5ecdf9_terseLabel_en-US
label,label,lab_us-gaap_LongLivedAssetsByGeographicAreasTableTextBlock
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_LongLivedAssetsByGeographicAreasTableTextBlock_label_en-US
label,label,lab_us-gaap_LongLivedAssetsByGeographicAreasTableTextBlock
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,type,locator
label,label,loc_us-gaap_LongLivedAssetsByGeographicAreasTableTextBlock
label,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_LongLivedAssetsByGeographicAreasTableTextBlock
label,item_type,label_labelArc
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_LongLivedAssetsByGeographicAreasTableTextBlock
label,to,lab_us-gaap_LongLivedAssetsByGeographicAreasTableTextBlock
label,type,arc
label,order,1
label,item_type,label_label
label,id,lab_us-gaap_IncreaseDecreaseInAccountsReceivable_3ef496e1-5438-4e8d-af35-2ae1e49da162_negatedLabel_en-US
label,label,lab_us-gaap_IncreaseDecreaseInAccountsReceivable
label,role,http://www.xbrl.org/2009/role/negatedLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_IncreaseDecreaseInAccountsReceivable_label_en-US
label,label,lab_us-gaap_IncreaseDecreaseInAccountsReceivable
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,type,locator
label,label,loc_us-gaap_IncreaseDecreaseInAccountsReceivable
label,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_IncreaseDecreaseInAccountsReceivable
label,item_type,label_labelArc
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_IncreaseDecreaseInAccountsReceivable
label,to,lab_us-gaap_IncreaseDecreaseInAccountsReceivable
label,type,arc
label,order,1
label,item_type,label_label
label,id,lab_us-gaap_CapitalExpendituresIncurredButNotYetPaid_41c699b2-6257-4a9e-a2b8-1342df714833_terseLabel_en-US
label,label,lab_us-gaap_CapitalExpendituresIncurredButNotYetPaid
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_CapitalExpendituresIncurredButNotYetPaid_label_en-US
label,label,lab_us-gaap_CapitalExpendituresIncurredButNotYetPaid
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,type,locator
label,label,loc_us-gaap_CapitalExpendituresIncurredButNotYetPaid
label,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_CapitalExpendituresIncurredButNotYetPaid
label,item_type,label_labelArc
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_CapitalExpendituresIncurredButNotYetPaid
label,to,lab_us-gaap_CapitalExpendituresIncurredButNotYetPaid
label,type,arc
label,order,1
label,item_type,label_label
label,id,lab_us-gaap_PropertyPlantAndEquipmentLineItems_d484a58c-06a4-49bf-9deb-4c42f5345573_terseLabel_en-US
label,label,lab_us-gaap_PropertyPlantAndEquipmentLineItems
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_PropertyPlantAndEquipmentLineItems_label_en-US
label,label,lab_us-gaap_PropertyPlantAndEquipmentLineItems
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,type,locator
label,label,loc_us-gaap_PropertyPlantAndEquipmentLineItems
label,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_PropertyPlantAndEquipmentLineItems
label,item_type,label_labelArc
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_PropertyPlantAndEquipmentLineItems
label,to,lab_us-gaap_PropertyPlantAndEquipmentLineItems
label,type,arc
label,order,1
label,item_type,label_label
label,id,lab_us-gaap_SharesPaidForTaxWithholdingForShareBasedCompensation_7b8fdcac-282b-4b2f-a70f-4aee5fd478c9_negatedTerseLabel_en-US
label,label,lab_us-gaap_SharesPaidForTaxWithholdingForShareBasedCompensation
label,role,http://www.xbrl.org/2009/role/negatedTerseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_SharesPaidForTaxWithholdingForShareBasedCompensation_label_en-US
label,label,lab_us-gaap_SharesPaidForTaxWithholdingForShareBasedCompensation
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,type,locator
label,label,loc_us-gaap_SharesPaidForTaxWithholdingForShareBasedCompensation
label,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_SharesPaidForTaxWithholdingForShareBasedCompensation
label,item_type,label_labelArc
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_SharesPaidForTaxWithholdingForShareBasedCompensation
label,to,lab_us-gaap_SharesPaidForTaxWithholdingForShareBasedCompensation
label,type,arc
label,order,1
label,item_type,label_label
label,id,lab_us-gaap_CommitmentsAndContingenciesDisclosureAbstract_b3c65eec-df38-4208-afe2-006bb4cb556a_terseLabel_en-US
label,label,lab_us-gaap_CommitmentsAndContingenciesDisclosureAbstract
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_CommitmentsAndContingenciesDisclosureAbstract_label_en-US
label,label,lab_us-gaap_CommitmentsAndContingenciesDisclosureAbstract
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,type,locator
label,label,loc_us-gaap_CommitmentsAndContingenciesDisclosureAbstract
label,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_CommitmentsAndContingenciesDisclosureAbstract
label,item_type,label_labelArc
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_CommitmentsAndContingenciesDisclosureAbstract
label,to,lab_us-gaap_CommitmentsAndContingenciesDisclosureAbstract
label,type,arc
label,order,1
label,item_type,label_label
label,id,lab_us-gaap_TaxPeriodDomain_b59346e3-eb17-4b2c-8ca3-db5fafaaf44b_terseLabel_en-US
label,label,lab_us-gaap_TaxPeriodDomain
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_TaxPeriodDomain_label_en-US
label,label,lab_us-gaap_TaxPeriodDomain
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,type,locator
label,label,loc_us-gaap_TaxPeriodDomain
label,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_TaxPeriodDomain
label,item_type,label_labelArc
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_TaxPeriodDomain
label,to,lab_us-gaap_TaxPeriodDomain
label,type,arc
label,order,1
label,item_type,label_label
label,id,lab_us-gaap_FinanceLeasePrincipalPayments_74f18009-e4b0-418c-a08a-aa796ab0c777_negatedLabel_en-US
label,label,lab_us-gaap_FinanceLeasePrincipalPayments
label,role,http://www.xbrl.org/2009/role/negatedLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_FinanceLeasePrincipalPayments_450be5b1-10f7-4bd4-af74-10ea427e5d61_terseLabel_en-US
label,label,lab_us-gaap_FinanceLeasePrincipalPayments
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_FinanceLeasePrincipalPayments_label_en-US
label,label,lab_us-gaap_FinanceLeasePrincipalPayments
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,type,locator
label,label,loc_us-gaap_FinanceLeasePrincipalPayments
label,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_FinanceLeasePrincipalPayments
label,item_type,label_labelArc
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_FinanceLeasePrincipalPayments
label,to,lab_us-gaap_FinanceLeasePrincipalPayments
label,type,arc
label,order,1
label,item_type,label_label
label,id,lab_dei_EntityInteractiveDataCurrent_cc099710-97f1-4932-a60e-66d60caf6a01_terseLabel_en-US
label,label,lab_dei_EntityInteractiveDataCurrent
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_dei_EntityInteractiveDataCurrent_label_en-US
label,label,lab_dei_EntityInteractiveDataCurrent
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,type,locator
label,label,loc_dei_EntityInteractiveDataCurrent
label,href,https://xbrl.sec.gov/dei/2021/dei-2021.xsd#dei_EntityInteractiveDataCurrent
label,item_type,label_labelArc
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_dei_EntityInteractiveDataCurrent
label,to,lab_dei_EntityInteractiveDataCurrent
label,type,arc
label,order,1
label,item_type,label_label
label,id,lab_us-gaap_NetIncomeLossAttributableToParentDiluted_26aad81f-c39d-464f-9fb6-3c5e4bdc31e3_totalLabel_en-US
label,label,lab_us-gaap_NetIncomeLossAttributableToParentDiluted
label,role,http://www.xbrl.org/2003/role/totalLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_NetIncomeLossAttributableToParentDiluted_label_en-US
label,label,lab_us-gaap_NetIncomeLossAttributableToParentDiluted
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,type,locator
label,label,loc_us-gaap_NetIncomeLossAttributableToParentDiluted
label,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_NetIncomeLossAttributableToParentDiluted
label,item_type,label_labelArc
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_NetIncomeLossAttributableToParentDiluted
label,to,lab_us-gaap_NetIncomeLossAttributableToParentDiluted
label,type,arc
label,order,1
label,item_type,label_label
label,id,lab_us-gaap_NumberOfOperatingSegments_8fd1835c-0003-477a-b702-e1a55a4cb6ea_terseLabel_en-US
label,label,lab_us-gaap_NumberOfOperatingSegments
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_NumberOfOperatingSegments_label_en-US
label,label,lab_us-gaap_NumberOfOperatingSegments
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,type,locator
label,label,loc_us-gaap_NumberOfOperatingSegments
label,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_NumberOfOperatingSegments
label,item_type,label_labelArc
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_NumberOfOperatingSegments
label,to,lab_us-gaap_NumberOfOperatingSegments
label,type,arc
label,order,1
label,item_type,label_label
label,id,lab_us-gaap_EarningsPerShareBasic_0e2d7140-e1af-4471-aa28-f8c74db3b4b1_terseLabel_en-US
label,label,lab_us-gaap_EarningsPerShareBasic
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_EarningsPerShareBasic_387bc90a-7f83-4632-8e06-2178b0bade97_verboseLabel_en-US
label,label,lab_us-gaap_EarningsPerShareBasic
label,role,http://www.xbrl.org/2003/role/verboseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
label,id,lab_us-gaap_EarningsPerShareBasic_label_en-US
label,label,lab_us-gaap_EarningsPerShareBasic
label,role,http://www.xbrl.org/2003/role/label
label,type,resource
label,lang,en-US
label,item_type,label_loc
label,type,locator
label,label,loc_us-gaap_EarningsPerShareBasic
label,href,https://xbrl.fasb.org/us-gaap/2021/elts/us-gaap-2021-01-31.xsd#us-gaap_EarningsPerShareBasic
label,item_type,label_labelArc
label,arcrole,http://www.xbrl.org/2003/arcrole/concept-label
label,from,loc_us-gaap_EarningsPerShareBasic
label,to,lab_us-gaap_EarningsPerShareBasic
label,type,arc
label,order,1
label,item_type,label_label
label,id,lab_us-gaap_LesseeOperatingLeaseLiabilityPaymentsDueYearThree_4cb2f58e-3d29-41fd-9934-6f9646e11ecc_terseLabel_en-US
label,label,lab_us-gaap_LesseeOperatingLeaseLiabilityPaymentsDueYearThree
label,role,http://www.xbrl.org/2003/role/terseLabel
label,type,resource
label,lang,en-US
label,item_type,label_label
