ID,CATEGORY,LABEL,VALUE
us-gaap_LossContingencyAccrualPayments,label_id,lab_us-gaap_LossContingencyAccrualPayments,None
us-gaap_LossContingencyAccrualPayments,location_id,lab_us-gaap_LossContingencyAccrualPayments,None
us-gaap_LossContingencyAccrualPayments,us_gaap_id,us-gaap:LossContingencyAccrualPayments,None
us-gaap_LossContingencyAccrualPayments,us_gaap_value,id,us-gaap:LossContingencyAccrualPayments
us-gaap_LossContingencyAccrualPayments,us_gaap_value,master_id,us-gaap_LossContingencyAccrualPayments
us-gaap_LossContingencyAccrualPayments,us_gaap_value,context_ref,ic54234a123d740b884ffdd25bb792098_D20210331-20210331
us-gaap_LossContingencyAccrualPayments,us_gaap_value,fraction_id,id3VybDovL2RvY3MudjEvZG9jOjBmZWU4YzY0ZDM2ODRkN2RiODU0YjFkNWZiNmEzZGI2L3NlYzowZmVlOGM2NGQzNjg0ZDdkYjg1NGIxZDVmYjZhM2RiNl82Ny9mcmFnOjc5NGI0NmM3ZjEzODRkMzlhYmI5ZjMyOGE5OTdmYzQ5L3RleHRyZWdpb246Nzk0YjQ2YzdmMTM4NGQzOWFiYjlmMzI4YTk5N2ZjNDlfNTM1NA_c93a64d9-ea7f-4a3f-b1bf-59b4a507314d
us-gaap_LossContingencyAccrualPayments,us_gaap_value,unit_ref,usd
us-gaap_LossContingencyAccrualPayments,us_gaap_value,decimals,-6
us-gaap_LossContingencyAccrualPayments,us_gaap_value,scale,6
us-gaap_LossContingencyAccrualPayments,us_gaap_value,format,ixt:num-dot-decimal
us-gaap_LossContingencyAccrualPayments,us_gaap_value,value,650
us-gaap_LossContingencyAccrualPayments,label_label,item_type,label_label
us-gaap_LossContingencyAccrualPayments,label_label,id,lab_us-gaap_LossContingencyAccrualPayments_label_en-US
us-gaap_LossContingencyAccrualPayments,label_label,label,lab_us-gaap_LossContingencyAccrualPayments
us-gaap_LossContingencyAccrualPayments,label_label,role,http://www.xbrl.org/2003/role/label
us-gaap_LossContingencyAccrualPayments,label_label,type,resource
us-gaap_LossContingencyAccrualPayments,label_label,lang,en-US
us-gaap_SupplementalCashFlowInformationAbstract,label_id,lab_us-gaap_SupplementalCashFlowInformationAbstract,None
us-gaap_SupplementalCashFlowInformationAbstract,location_id,lab_us-gaap_SupplementalCashFlowInformationAbstract,None
us-gaap_SupplementalCashFlowInformationAbstract,us_gaap_id,us-gaap:SupplementalCashFlowInformationAbstract,None
us-gaap_SupplementalCashFlowInformationAbstract,label_label,item_type,label_label
us-gaap_SupplementalCashFlowInformationAbstract,label_label,id,lab_us-gaap_SupplementalCashFlowInformationAbstract_label_en-US
us-gaap_SupplementalCashFlowInformationAbstract,label_label,label,lab_us-gaap_SupplementalCashFlowInformationAbstract
us-gaap_SupplementalCashFlowInformationAbstract,label_label,role,http://www.xbrl.org/2003/role/label
us-gaap_SupplementalCashFlowInformationAbstract,label_label,type,resource
us-gaap_SupplementalCashFlowInformationAbstract,label_label,lang,en-US
us-gaap_EarningsPerSharePolicyTextBlock,label_id,lab_us-gaap_EarningsPerSharePolicyTextBlock,None
us-gaap_EarningsPerSharePolicyTextBlock,location_id,lab_us-gaap_EarningsPerSharePolicyTextBlock,None
us-gaap_EarningsPerSharePolicyTextBlock,us_gaap_id,us-gaap:EarningsPerSharePolicyTextBlock,None
us-gaap_EarningsPerSharePolicyTextBlock,label_label,item_type,label_label
us-gaap_EarningsPerSharePolicyTextBlock,label_label,id,lab_us-gaap_EarningsPerSharePolicyTextBlock_label_en-US
us-gaap_EarningsPerSharePolicyTextBlock,label_label,label,lab_us-gaap_EarningsPerSharePolicyTextBlock
us-gaap_EarningsPerSharePolicyTextBlock,label_label,role,http://www.xbrl.org/2003/role/label
us-gaap_EarningsPerSharePolicyTextBlock,label_label,type,resource
us-gaap_EarningsPerSharePolicyTextBlock,label_label,lang,en-US
us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,label_id,lab_us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,None
us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,location_id,lab_us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,None
us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,us_gaap_id,us-gaap:ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,None
us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,us_gaap_value,id,us-gaap:ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod
us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,us_gaap_value,master_id,us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod
us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,us_gaap_value,context_ref,ifd8a960f03144eb3b667b30ba492491c_D20210101-20210930
us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,us_gaap_value,fraction_id,id3VybDovL2RvY3MudjEvZG9jOjBmZWU4YzY0ZDM2ODRkN2RiODU0YjFkNWZiNmEzZGI2L3NlYzowZmVlOGM2NGQzNjg0ZDdkYjg1NGIxZDVmYjZhM2RiNl83MC9mcmFnOjVkNzJiM2E3M2E1YTQ5NWI4NGFhODE4YjRiYjY0Mzg1L3RhYmxlOmY4ZjBlZDlkYzA4ZDQyZjA4YWMyMmY5Njg5NWNiNWEzL3RhYmxlcmFuZ2U6ZjhmMGVkOWRjMDhkNDJmMDhhYzIyZjk2ODk1Y2I1YTNfNS0xLTEtMS0w_d63eb88b-5bb0-4f54-ac85-03a88658abd8
us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,us_gaap_value,unit_ref,shares
us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,us_gaap_value,decimals,-3
us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,us_gaap_value,scale,3
us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,us_gaap_value,format,ixt:num-dot-decimal
us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,us_gaap_value,value,"33,306"
us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,label_label,item_type,label_label
us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,label_label,id,lab_us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod_label_en-US
us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,label_label,label,lab_us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod
us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,label_label,role,http://www.xbrl.org/2003/role/label
us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,label_label,type,resource
us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,label_label,lang,en-US
us-gaap_LeaseholdImprovementsMember,label_id,lab_us-gaap_LeaseholdImprovementsMember,None
us-gaap_LeaseholdImprovementsMember,location_id,lab_us-gaap_LeaseholdImprovementsMember,None
us-gaap_LeaseholdImprovementsMember,us_gaap_id,us-gaap:LeaseholdImprovementsMember,None
us-gaap_LeaseholdImprovementsMember,label_label,item_type,label_label
us-gaap_LeaseholdImprovementsMember,label_label,id,lab_us-gaap_LeaseholdImprovementsMember_label_en-US
us-gaap_LeaseholdImprovementsMember,label_label,label,lab_us-gaap_LeaseholdImprovementsMember
us-gaap_LeaseholdImprovementsMember,label_label,role,http://www.xbrl.org/2003/role/label
us-gaap_LeaseholdImprovementsMember,label_label,type,resource
us-gaap_LeaseholdImprovementsMember,label_label,lang,en-US
us-gaap_FairValueMeasurementsFairValueHierarchyDomain,label_id,lab_us-gaap_FairValueMeasurementsFairValueHierarchyDomain,None
us-gaap_FairValueMeasurementsFairValueHierarchyDomain,location_id,lab_us-gaap_FairValueMeasurementsFairValueHierarchyDomain,None
us-gaap_FairValueMeasurementsFairValueHierarchyDomain,us_gaap_id,us-gaap:FairValueMeasurementsFairValueHierarchyDomain,None
us-gaap_FairValueMeasurementsFairValueHierarchyDomain,label_label,item_type,label_label
us-gaap_FairValueMeasurementsFairValueHierarchyDomain,label_label,id,lab_us-gaap_FairValueMeasurementsFairValueHierarchyDomain_label_en-US
us-gaap_FairValueMeasurementsFairValueHierarchyDomain,label_label,label,lab_us-gaap_FairValueMeasurementsFairValueHierarchyDomain
us-gaap_FairValueMeasurementsFairValueHierarchyDomain,label_label,role,http://www.xbrl.org/2003/role/label
us-gaap_FairValueMeasurementsFairValueHierarchyDomain,label_label,type,resource
us-gaap_FairValueMeasurementsFairValueHierarchyDomain,label_label,lang,en-US
us-gaap_NetIncomeLoss,label_id,lab_us-gaap_NetIncomeLoss,None
us-gaap_NetIncomeLoss,location_id,lab_us-gaap_NetIncomeLoss,None
us-gaap_NetIncomeLoss,us_gaap_id,us-gaap:NetIncomeLoss,None
us-gaap_NetIncomeLoss,us_gaap_value,id,us-gaap:NetIncomeLoss
us-gaap_NetIncomeLoss,us_gaap_value,master_id,us-gaap_NetIncomeLoss
us-gaap_NetIncomeLoss,us_gaap_value,context_ref,i2a5c8166d15c45808133461f1d5a0663_D20200101-20200930
us-gaap_NetIncomeLoss,us_gaap_value,fraction_id,id3VybDovL2RvY3MudjEvZG9jOjBmZWU4YzY0ZDM2ODRkN2RiODU0YjFkNWZiNmEzZGI2L3NlYzowZmVlOGM2NGQzNjg0ZDdkYjg1NGIxZDVmYjZhM2RiNl80Ni9mcmFnOmJjYTA2ZDZmMjZjNzQxY2RhYzYxZTk2YWUzMGVjMzY5L3RhYmxlOjc3Y2ZiNTNmYjgyZTQ0NjBhYzUxY2JjNjYyYWNiNmEwL3RhYmxlcmFuZ2U6NzdjZmI1M2ZiODJlNDQ2MGFjNTFjYmM2NjJhY2I2YTBfMTMtMTUtMS0xLTA_c0d24062-12ca-4efe-981b-0021d765ef0c
us-gaap_NetIncomeLoss,us_gaap_value,unit_ref,usd
us-gaap_NetIncomeLoss,us_gaap_value,decimals,-6
us-gaap_NetIncomeLoss,us_gaap_value,scale,6
us-gaap_NetIncomeLoss,us_gaap_value,format,ixt:num-dot-decimal
us-gaap_NetIncomeLoss,us_gaap_value,value,"2,794"
us-gaap_NetIncomeLoss,label_label,item_type,label_label
us-gaap_NetIncomeLoss,label_label,id,lab_us-gaap_NetIncomeLoss_label_en-US
us-gaap_NetIncomeLoss,label_label,label,lab_us-gaap_NetIncomeLoss
us-gaap_NetIncomeLoss,label_label,role,http://www.xbrl.org/2003/role/label
us-gaap_NetIncomeLoss,label_label,type,resource
us-gaap_NetIncomeLoss,label_label,lang,en-US
dei_EntityEmergingGrowthCompany,label_id,lab_dei_EntityEmergingGrowthCompany,None
dei_EntityEmergingGrowthCompany,location_id,lab_dei_EntityEmergingGrowthCompany,None
dei_EntityEmergingGrowthCompany,us_gaap_id,dei:EntityEmergingGrowthCompany,None
dei_EntityEmergingGrowthCompany,label_label,item_type,label_label
dei_EntityEmergingGrowthCompany,label_label,id,lab_dei_EntityEmergingGrowthCompany_label_en-US
dei_EntityEmergingGrowthCompany,label_label,label,lab_dei_EntityEmergingGrowthCompany
dei_EntityEmergingGrowthCompany,label_label,role,http://www.xbrl.org/2003/role/label
dei_EntityEmergingGrowthCompany,label_label,type,resource
dei_EntityEmergingGrowthCompany,label_label,lang,en-US
us-gaap_OperatingLeaseRightOfUseAsset,label_id,lab_us-gaap_OperatingLeaseRightOfUseAsset,None
us-gaap_OperatingLeaseRightOfUseAsset,location_id,lab_us-gaap_OperatingLeaseRightOfUseAsset,None
us-gaap_OperatingLeaseRightOfUseAsset,us_gaap_id,us-gaap:OperatingLeaseRightOfUseAsset,None
us-gaap_OperatingLeaseRightOfUseAsset,us_gaap_value,id,us-gaap:OperatingLeaseRightOfUseAsset
us-gaap_OperatingLeaseRightOfUseAsset,us_gaap_value,master_id,us-gaap_OperatingLeaseRightOfUseAsset
us-gaap_OperatingLeaseRightOfUseAsset,us_gaap_value,context_ref,i341591b38f464153a5c2be57e012b803_I20201231
us-gaap_OperatingLeaseRightOfUseAsset,us_gaap_value,fraction_id,id3VybDovL2RvY3MudjEvZG9jOjBmZWU4YzY0ZDM2ODRkN2RiODU0YjFkNWZiNmEzZGI2L3NlYzowZmVlOGM2NGQzNjg0ZDdkYjg1NGIxZDVmYjZhM2RiNl8yMi9mcmFnOjJjYzVlMjJjNmZkYzQ3YTI4OWM5MGRmODUyODdkZTkyL3RhYmxlOjRiYjVmOWUzNWY5ZTQ3YjU4MWE5MTY4MGFkMTA5YjcyL3RhYmxlcmFuZ2U6NGJiNWY5ZTM1ZjllNDdiNTgxYTkxNjgwYWQxMDliNzJfMTAtMy0xLTEtMA_73ba44c0-8390-4a62-a084-4c4caa2c140b
us-gaap_OperatingLeaseRightOfUseAsset,us_gaap_value,unit_ref,usd
us-gaap_OperatingLeaseRightOfUseAsset,us_gaap_value,decimals,-6
us-gaap_OperatingLeaseRightOfUseAsset,us_gaap_value,scale,6
us-gaap_OperatingLeaseRightOfUseAsset,us_gaap_value,format,ixt:num-dot-decimal
us-gaap_OperatingLeaseRightOfUseAsset,us_gaap_value,value,"9,348"
us-gaap_OperatingLeaseRightOfUseAsset,label_label,item_type,label_label
us-gaap_OperatingLeaseRightOfUseAsset,label_label,id,lab_us-gaap_OperatingLeaseRightOfUseAsset_label_en-US
us-gaap_OperatingLeaseRightOfUseAsset,label_label,label,lab_us-gaap_OperatingLeaseRightOfUseAsset
us-gaap_OperatingLeaseRightOfUseAsset,label_label,role,http://www.xbrl.org/2003/role/label
us-gaap_OperatingLeaseRightOfUseAsset,label_label,type,resource
us-gaap_OperatingLeaseRightOfUseAsset,label_label,lang,en-US
us-gaap_AvailableForSaleSecuritiesDebtSecuritiesCurrent,label_id,lab_us-gaap_AvailableForSaleSecuritiesDebtSecuritiesCurrent,None
us-gaap_AvailableForSaleSecuritiesDebtSecuritiesCurrent,location_id,lab_us-gaap_AvailableForSaleSecuritiesDebtSecuritiesCurrent,None
us-gaap_AvailableForSaleSecuritiesDebtSecuritiesCurrent,us_gaap_id,us-gaap:AvailableForSaleSecuritiesDebtSecuritiesCurrent,None
us-gaap_AvailableForSaleSecuritiesDebtSecuritiesCurrent,us_gaap_value,id,us-gaap:AvailableForSaleSecuritiesDebtSecuritiesCurrent
us-gaap_AvailableForSaleSecuritiesDebtSecuritiesCurrent,us_gaap_value,master_id,us-gaap_AvailableForSaleSecuritiesDebtSecuritiesCurrent
us-gaap_AvailableForSaleSecuritiesDebtSecuritiesCurrent,us_gaap_value,context_ref,i7d0b97f82a944cdd97c1caa43e95332e_I20201231
us-gaap_AvailableForSaleSecuritiesDebtSecuritiesCurrent,us_gaap_value,fraction_id,id3VybDovL2RvY3MudjEvZG9jOjBmZWU4YzY0ZDM2ODRkN2RiODU0YjFkNWZiNmEzZGI2L3NlYzowZmVlOGM2NGQzNjg0ZDdkYjg1NGIxZDVmYjZhM2RiNl81NS9mcmFnOmRjOGI1NjZhNmQ5OTQ2NjJiNWIxZjQ3YmFjNmFjZGMzL3RhYmxlOmJiZmIzZWQ0N2VhNTRiM2M5NTQ1MGNkYjI0OTcyM2RkL3RhYmxlcmFuZ2U6YmJmYjNlZDQ3ZWE1NGIzYzk1NDUwY2RiMjQ5NzIzZGRfMTEtNi0xLTEtMA_eb53cd09-1274-4a51-9a5d-d2f117e13069
us-gaap_AvailableForSaleSecuritiesDebtSecuritiesCurrent,us_gaap_value,unit_ref,usd
us-gaap_AvailableForSaleSecuritiesDebtSecuritiesCurrent,us_gaap_value,decimals,-6
us-gaap_AvailableForSaleSecuritiesDebtSecuritiesCurrent,us_gaap_value,scale,6
us-gaap_AvailableForSaleSecuritiesDebtSecuritiesCurrent,us_gaap_value,format,ixt:num-dot-decimal
us-gaap_AvailableForSaleSecuritiesDebtSecuritiesCurrent,us_gaap_value,value,"11,759"
us-gaap_AvailableForSaleSecuritiesDebtSecuritiesCurrent,label_label,item_type,label_label
us-gaap_AvailableForSaleSecuritiesDebtSecuritiesCurrent,label_label,id,lab_us-gaap_AvailableForSaleSecuritiesDebtSecuritiesCurrent_label_en-US
us-gaap_AvailableForSaleSecuritiesDebtSecuritiesCurrent,label_label,label,lab_us-gaap_AvailableForSaleSecuritiesDebtSecuritiesCurrent
us-gaap_AvailableForSaleSecuritiesDebtSecuritiesCurrent,label_label,role,http://www.xbrl.org/2003/role/label
us-gaap_AvailableForSaleSecuritiesDebtSecuritiesCurrent,label_label,type,resource
us-gaap_AvailableForSaleSecuritiesDebtSecuritiesCurrent,label_label,lang,en-US
us-gaap_IncomeStatementLocationAxis,label_id,lab_us-gaap_IncomeStatementLocationAxis,None
us-gaap_IncomeStatementLocationAxis,location_id,lab_us-gaap_IncomeStatementLocationAxis,None
us-gaap_IncomeStatementLocationAxis,us_gaap_id,us-gaap:IncomeStatementLocationAxis,None
us-gaap_IncomeStatementLocationAxis,label_label,item_type,label_label
us-gaap_IncomeStatementLocationAxis,label_label,id,lab_us-gaap_IncomeStatementLocationAxis_label_en-US
us-gaap_IncomeStatementLocationAxis,label_label,label,lab_us-gaap_IncomeStatementLocationAxis
us-gaap_IncomeStatementLocationAxis,label_label,role,http://www.xbrl.org/2003/role/label
us-gaap_IncomeStatementLocationAxis,label_label,type,resource
us-gaap_IncomeStatementLocationAxis,label_label,lang,en-US
us-gaap_FiniteLivedIntangibleAssetsAccumulatedAmortization,label_id,lab_us-gaap_FiniteLivedIntangibleAssetsAccumulatedAmortization,None
us-gaap_FiniteLivedIntangibleAssetsAccumulatedAmortization,location_id,lab_us-gaap_FiniteLivedIntangibleAssetsAccumulatedAmortization,None
us-gaap_FiniteLivedIntangibleAssetsAccumulatedAmortization,us_gaap_id,us-gaap:FiniteLivedIntangibleAssetsAccumulatedAmortization,None
us-gaap_FiniteLivedIntangibleAssetsAccumulatedAmortization,us_gaap_value,id,us-gaap:FiniteLivedIntangibleAssetsAccumulatedAmortization
us-gaap_FiniteLivedIntangibleAssetsAccumulatedAmortization,us_gaap_value,master_id,us-gaap_FiniteLivedIntangibleAssetsAccumulatedAmortization
us-gaap_FiniteLivedIntangibleAssetsAccumulatedAmortization,us_gaap_value,context_ref,i341591b38f464153a5c2be57e012b803_I20201231
us-gaap_FiniteLivedIntangibleAssetsAccumulatedAmortization,us_gaap_value,fraction_id,id3VybDovL2RvY3MudjEvZG9jOjBmZWU4YzY0ZDM2ODRkN2RiODU0YjFkNWZiNmEzZGI2L3NlYzowZmVlOGM2NGQzNjg0ZDdkYjg1NGIxZDVmYjZhM2RiNl82NC9mcmFnOjc4NjI4MTgyZmM0ZjRlNWVhMTM5Mzc5M2JhMzQ0NGM3L3RhYmxlOjY3MDQ5NjliNGUyZjRhNDJhMmRiYzFiZGI1YmJlNzZiL3RhYmxlcmFuZ2U6NjcwNDk2OWI0ZTJmNGE0MmEyZGJjMWJkYjViYmU3NmJfNy0xMS0xLTEtMA_e85ad240-dbef-424d-a0fc-709a9de5fc5e
us-gaap_FiniteLivedIntangibleAssetsAccumulatedAmortization,us_gaap_value,unit_ref,usd
us-gaap_FiniteLivedIntangibleAssetsAccumulatedAmortization,us_gaap_value,decimals,-6
us-gaap_FiniteLivedIntangibleAssetsAccumulatedAmortization,us_gaap_value,scale,6
us-gaap_FiniteLivedIntangibleAssetsAccumulatedAmortization,us_gaap_value,format,ixt:num-dot-decimal
us-gaap_FiniteLivedIntangibleAssetsAccumulatedAmortization,us_gaap_value,value,"4,395"
us-gaap_FiniteLivedIntangibleAssetsAccumulatedAmortization,label_label,item_type,label_label
us-gaap_FiniteLivedIntangibleAssetsAccumulatedAmortization,label_label,id,lab_us-gaap_FiniteLivedIntangibleAssetsAccumulatedAmortization_label_en-US
us-gaap_FiniteLivedIntangibleAssetsAccumulatedAmortization,label_label,label,lab_us-gaap_FiniteLivedIntangibleAssetsAccumulatedAmortization
us-gaap_FiniteLivedIntangibleAssetsAccumulatedAmortization,label_label,role,http://www.xbrl.org/2003/role/label
us-gaap_FiniteLivedIntangibleAssetsAccumulatedAmortization,label_label,type,resource
us-gaap_FiniteLivedIntangibleAssetsAccumulatedAmortization,label_label,lang,en-US
srt_RangeMember,label_id,lab_srt_RangeMember,None
srt_RangeMember,location_id,lab_srt_RangeMember,None
srt_RangeMember,us_gaap_id,srt:RangeMember,None
srt_RangeMember,label_label,item_type,label_label
srt_RangeMember,label_label,id,lab_srt_RangeMember_label_en-US
srt_RangeMember,label_label,label,lab_srt_RangeMember
srt_RangeMember,label_label,role,http://www.xbrl.org/2003/role/label
srt_RangeMember,label_label,type,resource
srt_RangeMember,label_label,lang,en-US
dei_EntityAddressAddressLine1,label_id,lab_dei_EntityAddressAddressLine1,None
dei_EntityAddressAddressLine1,location_id,lab_dei_EntityAddressAddressLine1,None
dei_EntityAddressAddressLine1,us_gaap_id,dei:EntityAddressAddressLine1,None
dei_EntityAddressAddressLine1,label_label,item_type,label_label
dei_EntityAddressAddressLine1,label_label,id,lab_dei_EntityAddressAddressLine1_label_en-US
dei_EntityAddressAddressLine1,label_label,label,lab_dei_EntityAddressAddressLine1
dei_EntityAddressAddressLine1,label_label,role,http://www.xbrl.org/2003/role/label
dei_EntityAddressAddressLine1,label_label,type,resource
dei_EntityAddressAddressLine1,label_label,lang,en-US
us-gaap_OtherIntangibleAssetsMember,label_id,lab_us-gaap_OtherIntangibleAssetsMember,None
us-gaap_OtherIntangibleAssetsMember,location_id,lab_us-gaap_OtherIntangibleAssetsMember,None
us-gaap_OtherIntangibleAssetsMember,us_gaap_id,us-gaap:OtherIntangibleAssetsMember,None
us-gaap_OtherIntangibleAssetsMember,label_label,item_type,label_label
us-gaap_OtherIntangibleAssetsMember,label_label,id,lab_us-gaap_OtherIntangibleAssetsMember_label_en-US
us-gaap_OtherIntangibleAssetsMember,label_label,label,lab_us-gaap_OtherIntangibleAssetsMember
us-gaap_OtherIntangibleAssetsMember,label_label,role,http://www.xbrl.org/2003/role/label
us-gaap_OtherIntangibleAssetsMember,label_label,type,resource
us-gaap_OtherIntangibleAssetsMember,label_label,lang,en-US
us-gaap_SegmentReportingPolicyPolicyTextBlock,label_id,lab_us-gaap_SegmentReportingPolicyPolicyTextBlock,None
us-gaap_SegmentReportingPolicyPolicyTextBlock,location_id,lab_us-gaap_SegmentReportingPolicyPolicyTextBlock,None
us-gaap_SegmentReportingPolicyPolicyTextBlock,us_gaap_id,us-gaap:SegmentReportingPolicyPolicyTextBlock,None
us-gaap_SegmentReportingPolicyPolicyTextBlock,label_label,item_type,label_label
us-gaap_SegmentReportingPolicyPolicyTextBlock,label_label,id,lab_us-gaap_SegmentReportingPolicyPolicyTextBlock_label_en-US
us-gaap_SegmentReportingPolicyPolicyTextBlock,label_label,label,lab_us-gaap_SegmentReportingPolicyPolicyTextBlock
us-gaap_SegmentReportingPolicyPolicyTextBlock,label_label,role,http://www.xbrl.org/2003/role/label
us-gaap_SegmentReportingPolicyPolicyTextBlock,label_label,type,resource
us-gaap_SegmentReportingPolicyPolicyTextBlock,label_label,lang,en-US
us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeituresWeightedAverageGrantDateFairValue,label_id,lab_us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeituresWeightedAverageGrantDateFairValue,None
us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeituresWeightedAverageGrantDateFairValue,location_id,lab_us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeituresWeightedAverageGrantDateFairValue,None
us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeituresWeightedAverageGrantDateFairValue,us_gaap_id,us-gaap:ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeituresWeightedAverageGrantDateFairValue,None
us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeituresWeightedAverageGrantDateFairValue,us_gaap_value,id,us-gaap:ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeituresWeightedAverageGrantDateFairValue
us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeituresWeightedAverageGrantDateFairValue,us_gaap_value,master_id,us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeituresWeightedAverageGrantDateFairValue
us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeituresWeightedAverageGrantDateFairValue,us_gaap_value,context_ref,ifd8a960f03144eb3b667b30ba492491c_D20210101-20210930
us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeituresWeightedAverageGrantDateFairValue,us_gaap_value,fraction_id,id3VybDovL2RvY3MudjEvZG9jOjBmZWU4YzY0ZDM2ODRkN2RiODU0YjFkNWZiNmEzZGI2L3NlYzowZmVlOGM2NGQzNjg0ZDdkYjg1NGIxZDVmYjZhM2RiNl83MC9mcmFnOjVkNzJiM2E3M2E1YTQ5NWI4NGFhODE4YjRiYjY0Mzg1L3RhYmxlOmY4ZjBlZDlkYzA4ZDQyZjA4YWMyMmY5Njg5NWNiNWEzL3RhYmxlcmFuZ2U6ZjhmMGVkOWRjMDhkNDJmMDhhYzIyZjk2ODk1Y2I1YTNfNi0zLTEtMS0w_08c49dcc-92e9-45e8-a551-8e5fa1fddb26
us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeituresWeightedAverageGrantDateFairValue,us_gaap_value,unit_ref,usdPerShare
us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeituresWeightedAverageGrantDateFairValue,us_gaap_value,decimals,2
us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeituresWeightedAverageGrantDateFairValue,us_gaap_value,scale,0
us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeituresWeightedAverageGrantDateFairValue,us_gaap_value,format,null
us-gaap_ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeituresWeightedAverageGrantDateFairValue,us_gaap_value,value,206.66
